id,product_id,feature_key,feature_label,feature_value,source_text,extraction_method,updated_at
2130,574,security_type,Teminat / Güvence,Rehin,"Bu koşula uygun olarak limitler şu şekildedir: Sıfır araçlarda satış, ikinci elde kasko değerleri 400 bin TL ve altında olan motorlu taşıtlar için maksimum %70 Değeri 400.001 ila 800.000 TL aralığındaki araçlar için maksimum %50 Değeri 800.001 ila 1.200.000 TL aralığındaki araçlar için maksimum %30 Değeri 1.200.001 ila 2.000.000 TL aralığındaki araçlar için maksimum %20 Araç Finansmanı türlerinde rehin koyma uygulaması zorunlu mu?",rule_based_source,2026-08-12T11:10:22+00:00
2131,575,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2132,575,digital_process,Dijital İşlem,Evet,Kuveyt Türk Mobil üzerinden dakikalar içerisinde Dijital Araç Finansmanı'na başvurabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2133,575,application_channel,Başvuru / Kanal,Mobil,Dijital Araç Finansmanı fırsatlarından yararlanmak için Kuveyt Türk Mobil ’i telefonunuza şimdi indirebilirsiniz!,rule_based_source,2026-08-12T11:10:22+00:00
2134,575,security_type,Teminat / Güvence,Rehin,Bu koşula uygun olarak finansman desteği limitleri şu şekilde sıralanır: Satış / kasko değeri 400 bin TL ve altında olan araçlar için maksimum %70 Değeri 400.001 ila 800.000 TL aralığındaki araçlar için maksimum %50 Değeri 800.001 ila 1.200.000 TL aralığındaki araçlar için maksimum %30 Değeri 1.200.001 ila 2.000.000 TL aralığındaki araçlar için maksimum %20 Araç finansmanlarında araca rehin konulması zorunlu mudur?,rule_based_source,2026-08-12T11:10:22+00:00
2135,576,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2136,576,currency,Para Birimi,TL,Fatura değeri 30.000 TL ve üzerinde olan motosikletler için mobil şube üzerinden başvuru yapılabilir.,rule_based_source,2026-08-12T11:10:22+00:00
2137,576,digital_process,Dijital İşlem,Evet,"Hemen Başvur Dijital Motosiklet Finansmanı, Kuveyt Türk Mobil üzerinden başvurabileceğiniz, finansman işlemlerinizin hızlıca tamamlanmasına imkan veren bir motosiklet finansmanıdır.",rule_based_source,2026-08-12T11:10:22+00:00
2138,576,application_channel,Başvuru / Kanal,Mobil,"Hemen Başvur Dijital Motosiklet Finansmanı, Kuveyt Türk Mobil üzerinden başvurabileceğiniz, finansman işlemlerinizin hızlıca tamamlanmasına imkan veren bir motosiklet finansmanıdır.",rule_based_source,2026-08-12T11:10:22+00:00
2139,577,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2140,577,application_channel,Başvuru / Kanal,Mobil,"Kuveyt Türk Mobil aracılığıyla Motosiklet Finansmanı başvurunuzu nerede olursanız olun, anında yapabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2141,578,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2142,578,digital_process,Dijital İşlem,Evet,Kuveyt Türk Mobil üzerinden görüntülü görüşme yaparak hızlıca müşterimiz olabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2143,578,application_channel,Başvuru / Kanal,Mobil,Kuveyt Türk Mobil üzerinden görüntülü görüşme yaparak hızlıca müşterimiz olabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2144,579,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2145,580,usage_purpose,Kullanım Amacı,İşletmenin finansman ihtiyacının karşılanması,Gayri nakdi finansman ihtiyacınızı Kuveyt Türk’ten alacağınız Akreditifler ile karşılayabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2146,580,target_segment,Hedef Kitle,Ticari · İthalatçılar · İhracatçılar,Akreditifler Hakkında Sıkça Sorulan Sorular Akreditif’in ihracatçılar ve ithalatçılar için avantajları nelerdir?,source_and_structured_scope,2026-08-12T11:10:22+00:00
2147,580,foreign_trade,Dış Ticaret,Evet,Akreditifler Hakkında Sıkça Sorulan Sorular Akreditif’in ihracatçılar ve ithalatçılar için avantajları nelerdir?,rule_based_source,2026-08-12T11:10:22+00:00
2148,580,application_channel,Başvuru / Kanal,İnternet Şubesi,Ana Sayfa İşim İçin Finansman Ürünleri Gayri Nakdi Finansman Akreditifler Teminat Mektupları Referans Mektupları Akreditifler Doğrudan Borçlandırma Sistemi Kabul-Aval Kredileri Akreditifler Kuveyt Türk İnternet Şube üzerinden Akreditif başvuru sürecini zamandan tasarruf ederek kolayca tamamlayabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2149,581,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-12T11:10:22+00:00
2150,581,application_channel,Başvuru / Kanal,Şube,Doğrudan Borçlandırma Sistemi’ne dâhil olmak için size en yakın Kuveyt Türk şubesine başvuruda bulunabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2151,582,usage_purpose,Kullanım Amacı,Dış ticaret işlemleri,Ana Sayfa İşim İçin Finansman Ürünleri Gayri Nakdi Finansman Kabul-Aval Kredileri Teminat Mektupları Referans Mektupları Akreditifler Doğrudan Borçlandırma Sistemi Kabul-Aval Kredileri Kabul-Aval Kredileri Kabul-Aval Kredileri ile dış ticaret işlemlerinizde esneklik ve güven avantajı elde edebilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2152,582,transaction_structure,İşlem / Finansman Yapısı,Kabul / Aval,Ana Sayfa İşim İçin Finansman Ürünleri Gayri Nakdi Finansman Kabul-Aval Kredileri Teminat Mektupları Referans Mektupları Akreditifler Doğrudan Borçlandırma Sistemi Kabul-Aval Kredileri Kabul-Aval Kredileri Kabul-Aval Kredileri ile dış ticaret işlemlerinizde esneklik ve güven avantajı elde edebilirsiniz.,product_identity,2026-08-12T11:10:22+00:00
2153,582,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-12T11:10:22+00:00
2154,582,foreign_trade,Dış Ticaret,Evet,Ana Sayfa İşim İçin Finansman Ürünleri Gayri Nakdi Finansman Kabul-Aval Kredileri Teminat Mektupları Referans Mektupları Akreditifler Doğrudan Borçlandırma Sistemi Kabul-Aval Kredileri Kabul-Aval Kredileri Kabul-Aval Kredileri ile dış ticaret işlemlerinizde esneklik ve güven avantajı elde edebilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2155,582,security_type,Teminat / Güvence,Banka garantisi,"Ödemelerinizin Kuveyt Türk garantisi altına alınması, dış ticaret işlemlerinde size esneklik ve güven avantajı sağlar.",rule_based_source,2026-08-12T11:10:22+00:00
2156,582,repayment_structure,Ödeme / Kullanım Yapısı,Vadeli,Kabul-Aval Kredisi Özellikleri Kabul-Aval Kredisi kapsamında ihracatçınıza ödeme poliçe vadesinde yapılır.,rule_based_source,2026-08-12T11:10:22+00:00
2157,583,usage_purpose,Kullanım Amacı,Kredibilite / referans sunumu,Kuveyt Türk Referans Mektupları aracılığıyla gayri nakdi finansman ihtiyacınızı karşılayın!,rule_based_source,2026-08-12T11:10:22+00:00
2158,583,transaction_structure,İşlem / Finansman Yapısı,Referans mektubu,Kuveyt Türk Referans Mektupları aracılığıyla gayri nakdi finansman ihtiyacınızı karşılayın!,product_identity,2026-08-12T11:10:22+00:00
2159,583,target_segment,Hedef Kitle,Ticari · İşletmeler,Referans Mektupları ile işletmenizin Kuveyt Türk nezdindeki kredibilitesinin muhatap kurum tarafından değerlendirilmesini sağlayabilirsiniz.,source_and_structured_scope,2026-08-12T11:10:22+00:00
2160,583,currency,Para Birimi,TL / Yabancı Para,Referans Mektupları’nın TL veya döviz cinsinden düzenlenmesini talep edebilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2161,583,digital_process,Dijital İşlem,Evet,Dijital kanallardan Referans Mektupları başvurusu gerçekleştirme kolaylığından yararlanmak için hemen Kuveyt Türk Mobil üzerinden müşterimiz olun!,rule_based_source,2026-08-12T11:10:22+00:00
2162,583,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil,"Referans Mektupları ile ilgili başvurularınızı, Kuveyt Türk Mobil veya İnternet Şube üzerinden gerçekleştirip zamandan kazanabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2163,584,usage_purpose,Kullanım Amacı,Ticari yükümlülüklerin güvence altına alınması,"Teminat mektubu, yurt içinde/dışında yerleşik gerçek ve tüzel Kuveyt Türk müşterileri lehine bir malın teslimi, işin yapılması, borcun ödenmesi gibi konularda muhatap kuruluşa hitaben bankamızca verilen taahhüttür.",rule_based_source,2026-08-12T11:10:22+00:00
2164,584,transaction_structure,İşlem / Finansman Yapısı,Teminat mektubu,"Hemen Başvur Kuveyt Türk Teminat Mektupları ile ticari güvenilirliğinizi artırma, iş hacminizi ve karlılığınızı yükseltme olanağı bulabilirsiniz....",product_identity,2026-08-12T11:10:22+00:00
2165,584,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-12T11:10:22+00:00
2166,584,currency,Para Birimi,TL / Yabancı Para,"Teminat Mektubu Özellikleri Teminat Mektubu’nun TL veya yabancı para cinsinden, süreli / süresiz düzenlenmesini talep edebilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2167,584,digital_process,Dijital İşlem,Evet,Teminat Mektubu başvurularınızı Kuveyt Türk İnternet Şube ve Kuveyt Türk Mobil üzerinden online olarak hızlıca yapabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2168,584,foreign_trade,Dış Ticaret,Evet,"Teminat Mektubu’nun konusu talebiniz doğrultusunda mal alımı, bayilik teminatı, taahhüt işleri, gümrük, mahkeme, vergi dairesi işlemleri ile ilgili olabilir.",rule_based_source,2026-08-12T11:10:22+00:00
2169,584,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil,Teminat Mektubu başvurularınızı Kuveyt Türk İnternet Şube ve Kuveyt Türk Mobil üzerinden online olarak hızlıca yapabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2170,585,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2171,585,application_channel,Başvuru / Kanal,Şube,Hak sahipliği belgeniz varsa 2B (orman vasfını yitirmiş) araziler için kolayca size en yakın Kuveyt Türk şubesine giderek finansmana başvurabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2172,586,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2173,586,application_channel,Başvuru / Kanal,Şube,Yatırım fırsatlarını kaçırmamak için hemen bir Kuveyt Türk şubesine uğrayarak Arsa Finansmanı başvuru talebinizi oluşturun!,rule_based_source,2026-08-12T11:10:22+00:00
2174,587,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2175,587,currency,Para Birimi,TL / Yabancı Para,"Ardından cazip kâr oranları ve avantajlı vade seçenekleri ile bu finansmana başvurabilirsiniz Gurbetten Sılaya Gayrimenkul Finansmanı Özellikleri Avantajlı geri ödeme seçenekleri bulunan Gurbetten Sılaya Gayrimenkul Finansmanı’nın özellikleri şunlardır: Gurbetten Sılaya Gayrimenkul Finansmanı, özel şartlı bir konut finansmanı türüdür, hem TL hem de döviz cinsinden finansman kullanılabilir.",rule_based_source,2026-08-12T11:10:22+00:00
2176,587,security_type,Teminat / Güvence,İpotek,Gurbetten Sılaya Gayrimenkul Finansmanı kullandığımda ev ipotek altına alınır mı?,rule_based_source,2026-08-12T11:10:22+00:00
2177,588,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2178,588,application_channel,Başvuru / Kanal,Şube,Konut Finansmanı’na kolayca başvuru yapmak için size en yakın Kuveyt Türk şubesine giderek işlemlerinizin hızlıca tamamlanmasını sağlayabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2179,588,security_type,Teminat / Güvence,İpotek,Konut Finansmanı kullandığımda ev ipotek altına alınır mı?,rule_based_source,2026-08-12T11:10:22+00:00
2180,589,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2181,589,digital_process,Dijital İşlem,Evet,"Henüz Kuveyt Türklü değilseniz, Kuveyt Türk Mobil üzerinden hızlı ve pratik şekilde uzaktan hesap açılışı yaparak müşterilerimiz arasına katılabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2182,589,application_channel,Başvuru / Kanal,Mobil,"Henüz Kuveyt Türklü değilseniz, Kuveyt Türk Mobil üzerinden hızlı ve pratik şekilde uzaktan hesap açılışı yaparak müşterilerimiz arasına katılabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2183,590,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2184,590,application_channel,Başvuru / Kanal,Mobil,"Eğer Kuveyt Türk müşterisi değilseniz, Kuveyt Türk Mobil ile hızlıca müşteri olabilir ve avantajlı kâr oranları ile hayallerinizdeki evi edinmek için finansman başvurusunda bulunabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2185,590,security_type,Teminat / Güvence,İpotek,İlk Evim Konut Finansmanı kullandığımda ev ipotek altına alınır mı?,rule_based_source,2026-08-12T11:10:22+00:00
2186,591,usage_purpose,Kullanım Amacı,İşletmenin finansman ihtiyacının karşılanması,"İş Yeri Finansmanı; ofis, dükkan, mağaza, depo, atölye veya ticari kullanım amaçlı gayrimenkullerin satın alımı için sunduğumuz finansman çözümüdür.",rule_based_source,2026-08-12T11:10:22+00:00
2187,591,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2188,592,target_segment,Hedef Kitle,Ticari · İşletmeler,Leasing'e Konu Ürünler ve KDV Oranları Leasing Finansmanına konu ürünler KDV Avantajı ile işletmenizin yatırımlarına kolaylık sunmaktadır.,source_and_structured_scope,2026-08-12T11:10:22+00:00
2189,592,foreign_trade,Dış Ticaret,Evet,Ana Sayfa İşim İçin Leasing Finansman Ürünleri Kartlar ve POS Nakit Yönetimi Dış Ticaret Sigorta ve Emeklilik Yatırım Leasing Tarım Bankacılığı Esnaf ve KOBİ'ler Diğer Ürün ve Hizmetlerimiz Sürdürülebilir Ürünler Leasing Leasing Nedir?,rule_based_source,2026-08-12T11:10:22+00:00
2190,593,target_segment,Hedef Kitle,Ticari · İşletmeler,"Çatı GES Finansmanı, işletmenizde öz tüketim amacı ile kullanacağınız elektriği üretebilmenize olanak tanır.",source_and_structured_scope,2026-08-12T11:10:22+00:00
2191,594,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2192,594,digital_process,Dijital İşlem,Evet,"Henüz müşterimiz değilseniz, Kuveyt Türk Mobil üzerinden hızlıca Kuveyt Türklü olabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2193,594,application_channel,Başvuru / Kanal,Mobil,"Henüz müşterimiz değilseniz, Kuveyt Türk Mobil üzerinden hızlıca Kuveyt Türklü olabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2194,595,usage_purpose,Kullanım Amacı,Tarımsal ürün karşılığı finansman,Ana Sayfa İşim İçin Tarım Bankacılığı Tarım ve Hayvancılık Finansmanı Sağlam Tohum Kart Tarım ve Hayvancılık Sektörüne Özel Kampanyalar Tarım POS Tarım ve Hayvancılık Finansmanı Çiftçilere Uzaktan Hesap Açılışı Tarsim Elektronik Ürün Senedi (ELÜS) Teminatlı Finansman Tarım ve Hayvancılık Finansmanı Tarım ve Hayvancılık Finansmanı'na dijital kanallarımız üzerinden hızlı ön başvurada bulunabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2195,595,target_segment,Hedef Kitle,Ticari · Çiftçiler,Ana Sayfa İşim İçin Tarım Bankacılığı Tarım ve Hayvancılık Finansmanı Sağlam Tohum Kart Tarım ve Hayvancılık Sektörüne Özel Kampanyalar Tarım POS Tarım ve Hayvancılık Finansmanı Çiftçilere Uzaktan Hesap Açılışı Tarsim Elektronik Ürün Senedi (ELÜS) Teminatlı Finansman Tarım ve Hayvancılık Finansmanı Tarım ve Hayvancılık Finansmanı'na dijital kanallarımız üzerinden hızlı ön başvurada bulunabilirsiniz.,source_and_structured_scope,2026-08-12T11:10:22+00:00
2196,595,currency,Para Birimi,TL / Yabancı Para,"Tarım ve Hayvancılık Finansmanı Özellikleri TL, Dolar, Euro cinsinden finansman kullanabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2197,595,security_type,Teminat / Güvence,ELÜS,Ana Sayfa İşim İçin Tarım Bankacılığı Tarım ve Hayvancılık Finansmanı Sağlam Tohum Kart Tarım ve Hayvancılık Sektörüne Özel Kampanyalar Tarım POS Tarım ve Hayvancılık Finansmanı Çiftçilere Uzaktan Hesap Açılışı Tarsim Elektronik Ürün Senedi (ELÜS) Teminatlı Finansman Tarım ve Hayvancılık Finansmanı Tarım ve Hayvancılık Finansmanı'na dijital kanallarımız üzerinden hızlı ön başvurada bulunabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2198,596,usage_purpose,Kullanım Amacı,Yurt içi finansman ihtiyaçlarının karşılanması,Yurt içi finansman ihtiyaçlarınız için Online Finansman başvurunuzu hemen gerçekleştirin.,rule_based_source,2026-08-12T11:10:22+00:00
2199,596,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-12T11:10:22+00:00
2200,596,currency,Para Birimi,TL / Yabancı Para,"TL, Dolar ve Euro cinsinden finansman olanağından yararlanabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2201,596,digital_process,Dijital İşlem,Evet,Online Finansman; şubeye gitmenize gerek kalmadan güncel limit ve teminat bilgilerine anında ulaşabileceğiniz ve yurt içi finansman ihtiyaçlarını İnternet Şube ve Kuveyt Türk Mobil üzerinden self servis olarak karşılayabileceğiniz Kuveyt Türk ürünüdür.,rule_based_source,2026-08-12T11:10:22+00:00
