product_id,scenario_key,scenario_type,input_amount,input_maturity_months,input_variant,profit_share_rate,monthly_installment,total_repayment,monthly_cost_rate,annual_cost_rate,effective_annual_profit_rate,allocation_fee,mortgage_fee,appraisal_fee,total_fees,scenario_status,source_kind,source_note,checked_at,bank_name,product_name,source_url,product_family_key,product_family
51,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,4.01,6209.72,223550.02,5.258698,84.967712,,575.00,0.00,0.00,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark from Kuveyt Turk official server-side LoanCalculator response. TotalAmount is stored as the bank-returned installment total. Fees are stored separately. AnnualSimpleProfitRate is retained in raw_output only.",2026-08-20T02:15:15.900005+03:00,Kuveyt Türk,Kira Finansmanı,https://www.kuveytturk.com.tr/hesaplama-araclari/finansman-hesaplama,ihtiyac_finansmani,İhtiyaç Finansmanı
52,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,4.01,6209.72,223550.02,5.258698,84.967712,,575.00,0.00,0.00,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark from Kuveyt Turk official server-side LoanCalculator response. TotalAmount is stored as the bank-returned installment total. Fees are stored separately. AnnualSimpleProfitRate is retained in raw_output only.",2026-08-20T02:15:15.900005+03:00,Kuveyt Türk,Seyahat Finansmanı,https://www.kuveytturk.com.tr/hesaplama-araclari/finansman-hesaplama,ihtiyac_finansmani,İhtiyaç Finansmanı
53,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,4.01,6209.72,223550.02,5.258698,84.967712,,575.00,0.00,0.00,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark from Kuveyt Turk official server-side LoanCalculator response. TotalAmount is stored as the bank-returned installment total. Fees are stored separately. AnnualSimpleProfitRate is retained in raw_output only.",2026-08-20T02:15:15.900005+03:00,Kuveyt Türk,Tekne Tüketici Finansmanı,https://www.kuveytturk.com.tr/hesaplama-araclari/finansman-hesaplama,ihtiyac_finansmani,İhtiyaç Finansmanı
62,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortali,3.48,5678.71,204433.56,,70.880000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Motosiklet Finansmanı (Motosiklet Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arac_finansmani,Taşıt Finansmanı
62,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortasiz,4.08,6281.32,226127.52,,86.880000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Motosiklet Finansmanı (Motosiklet Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arac_finansmani,Taşıt Finansmanı
64,benchmark_100000_36,live_calculator_snapshot,100000.0,36,0km_sigortali,3.48,5678.71,204433.56,,70.880000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Taşıt Finansmanı (Taşıt Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arac_finansmani,Taşıt Finansmanı
64,benchmark_100000_36,live_calculator_snapshot,100000.0,36,0km_sigortasiz,4.08,6281.32,226127.52,,86.880000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Taşıt Finansmanı (Taşıt Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arac_finansmani,Taşıt Finansmanı
64,benchmark_100000_36,live_calculator_snapshot,100000.0,36,2el_sigortali,3.48,5678.71,204433.56,,70.880000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Taşıt Finansmanı (Taşıt Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arac_finansmani,Taşıt Finansmanı
64,benchmark_100000_36,live_calculator_snapshot,100000.0,36,2el_sigortasiz,4.08,6281.32,226127.52,,86.880000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Taşıt Finansmanı (Taşıt Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arac_finansmani,Taşıt Finansmanı
66,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortali,4.29,6498.06,233930.16,,139.500000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Arsa Finansmanı (Arsa Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arsa_finansmani,Arsa Finansmanı
66,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortasiz,4.54,6759.8,243352.8,,149.770000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Arsa Finansmanı (Arsa Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,arsa_finansmani,Arsa Finansmanı
67,benchmark_100000_36,live_calculator_snapshot,100000.0,36,ilk_konut_sigortali,3.58,4985.25,179469.0,,84.670000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Konut Finansmanı (Konut Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,konut_finansmani,Konut Finansmanı
67,benchmark_100000_36,live_calculator_snapshot,100000.0,36,ilk_konut_sigortasiz,4.04,5318.02,191448.72,,95.980000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Konut Finansmanı (Konut Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,konut_finansmani,Konut Finansmanı
67,benchmark_100000_36,live_calculator_snapshot,100000.0,36,mevcut_konut_sigortali,3.58,5374.69,193488.84,,98.120000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Konut Finansmanı (Konut Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,konut_finansmani,Konut Finansmanı
67,benchmark_100000_36,live_calculator_snapshot,100000.0,36,mevcut_konut_sigortasiz,4.04,5771.27,207765.72,,112.140000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,Konut Finansmanı (Konut Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,konut_finansmani,Konut Finansmanı
70,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortali,3.8,5996.94,215889.84,,79.270000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Live calculator rate mapping validated against the official digital product table.",2026-08-20T01:36:03.299906+03:00,Türkiye Finans,Dijital İhtiyaç Finansmanı (Dijital İhtiyaç Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,ihtiyac_finansmani,İhtiyaç Finansmanı
70,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortasiz,5.7,8021.88,288787.68,,137.220000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Live calculator rate mapping validated against the official digital product table.",2026-08-20T01:36:03.299906+03:00,Türkiye Finans,Dijital İhtiyaç Finansmanı (Dijital İhtiyaç Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,ihtiyac_finansmani,İhtiyaç Finansmanı
72,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortali,3.8,5996.94,215889.84,,79.270000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,İhtiyaç Finansmanı (İhtiyaç Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,ihtiyac_finansmani,İhtiyaç Finansmanı
72,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortasiz,5.7,8021.88,288787.68,,137.220000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,İhtiyaç Finansmanı (İhtiyaç Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,ihtiyac_finansmani,İhtiyaç Finansmanı
73,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortali,4.08,6281.32,226127.52,,131.200000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,İş yeri Finansmanı (İş yeri Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,isyeri_finansmani,İş Yeri Finansmanı
73,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sigortasiz,4.54,6759.8,243352.8,,149.770000,,,,,,verified_live_calculator_mapped,official_live_calculator_endpoint,"100,000 TL / 36 month benchmark. Calculator variant mapped to BANSA product and calculated with the bank's published client-side algorithm. Fee fields are not added to installment total.",2026-08-20T01:50:11.328108+03:00,Türkiye Finans,İş yeri Finansmanı (İş yeri Kredisi)*,https://www.turkiyefinans.com.tr/tr-tr/hesaplama-araclari/Sayfalar/finansman-odeme-plani.aspx,isyeri_finansmani,İş Yeri Finansmanı
86,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.21,5430.55,195499.16,,64.120000,,575.00,,,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,Dijital Araç Finansmanı,https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,arac_finansmani,Taşıt Finansmanı
87,benchmark_100000_36,live_calculator_snapshot,100000.0,36,0km,3.21,5430.55,195499.16,,64.120000,,575.00,,,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,Taşıt Finansmanı,https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,arac_finansmani,Taşıt Finansmanı
87,benchmark_100000_36,live_calculator_snapshot,100000.0,36,2el,3.21,5430.55,195499.16,,64.120000,,575.00,,,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,Taşıt Finansmanı,https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,arac_finansmani,Taşıt Finansmanı
91,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.85,6066.54,218396.09,,80.610000,,575.00,,,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,Arsa Finansmanı,https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,arsa_finansmani,Arsa Finansmanı
97,benchmark_100000_36,live_calculator_snapshot,100000.0,36,ilk_ev,3.04,4616.82,166205.69,,88.450000,,500.00,3684.00,23642.27,27826.27,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,Konut Finansmanı,https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,konut_finansmani,Konut Finansmanı
97,benchmark_100000_36,live_calculator_snapshot,100000.0,36,mevcut_konut,3.04,4616.82,166205.69,,88.450000,,500.00,3684.00,23642.27,27826.27,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,Konut Finansmanı,https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,konut_finansmani,Konut Finansmanı
118,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.9,6117.5,220230.17,,81.960000,,575.00,,,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,"Motosiklet, ATV , Bisiklet",https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,ihtiyac_finansmani,İhtiyaç Finansmanı
123,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.85,6066.54,218396.09,,80.610000,,575.00,,,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Albaraka Türk resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. TotalAmountTobeRefunded, resmi ödeme planı taksit toplamı ile doğrulandı. Kanonik ürün kâr payı değiştirilmedi.",2026-08-20T02:37:03.400880+03:00,Albaraka Türk,İş Yeri Finansmanı,https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama/ihtiyac-finansmani-hesaplama,isyeri_finansmani,İş Yeri Finansmanı
227,benchmark_100000_24,live_calculator_snapshot,100000.0,24,standard,3.99,7379.48,177107.71,,,,575.00,,,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"100,000 TL / 24 month benchmark. The official frontend maturity rule maps 100,000 TL to 24 months. The rate is obtained from LoanRateList and the payment plan from GetLoanPayBackPlan. The calculator page explicitly associates its financing tool with Taksitli Alisveris Kredisi. Allocation fee is stored separately and is not added to total_repayment.",2026-08-20T14:26:07.930949+03:00,T.O.M. Katılım,Taksitli Alışveriş Kredisi,https://www.tombank.com.tr/hesaplama-araclari.html,alisveris_finansmani,Alışveriş Finansmanı
230,benchmark_100000_24,live_calculator_snapshot,100000.0,24,0km,4.29,7659.18,183820.42,,,,575.00,0.00,0.00,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Turkiye Emlak Katilim official calculator live snapshot for 100,000 TL / 24 months using bank-rate mode. CustomRate was omitted because the official form disables that field when the bank rate is used. profit_share_rate=ProfitRate; monthly_installment=first standard payment-plan Amount; total_repayment=TotalInstallmentAmount; allocation_fee=CommissionAmount; mortgage_fee=HypothecAmount; appraisal_fee=ExpertiseAmount; total_fees=TotalExpense. TotalCost and MonthlyConstRate were kept only in raw_output and were NOT normalized. Canonical product data was not modified.",2026-08-20T13:00:15.746031+03:00,Türkiye Emlak Katılım,Taşıt Finansmanı,https://www.emlakkatilim.com.tr/tr,arac_finansmani,Taşıt Finansmanı
230,benchmark_100000_24,live_calculator_snapshot,100000.0,24,2el,4.29,7659.18,183820.42,,,,575.00,0.00,0.00,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Turkiye Emlak Katilim official calculator live snapshot for 100,000 TL / 24 months using bank-rate mode. CustomRate was omitted because the official form disables that field when the bank rate is used. profit_share_rate=ProfitRate; monthly_installment=first standard payment-plan Amount; total_repayment=TotalInstallmentAmount; allocation_fee=CommissionAmount; mortgage_fee=HypothecAmount; appraisal_fee=ExpertiseAmount; total_fees=TotalExpense. TotalCost and MonthlyConstRate were kept only in raw_output and were NOT normalized. Canonical product data was not modified.",2026-08-20T13:00:15.746031+03:00,Türkiye Emlak Katılım,Taşıt Finansmanı,https://www.emlakkatilim.com.tr/tr,arac_finansmani,Taşıt Finansmanı
242,benchmark_100000_24,live_calculator_snapshot,100000.0,24,yeni_konut,3.39,6155.56,147733.31,,,,575.00,3684.00,11000.00,15184.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Turkiye Emlak Katilim official calculator live snapshot for 100,000 TL / 24 months using bank-rate mode. CustomRate was omitted because the official form disables that field when the bank rate is used. profit_share_rate=ProfitRate; monthly_installment=first standard payment-plan Amount; total_repayment=TotalInstallmentAmount; allocation_fee=CommissionAmount; mortgage_fee=HypothecAmount; appraisal_fee=ExpertiseAmount; total_fees=TotalExpense. TotalCost and MonthlyConstRate were kept only in raw_output and were NOT normalized. Canonical product data was not modified. Official calculator returned fee components whose arithmetic sum differs from TotalExpense. BANSA preserved every official field without recalculation. component_sum=15259; TotalExpense=15184; delta=75.",2026-08-20T13:00:15.746031+03:00,Türkiye Emlak Katılım,Konut Finansmanı,https://www.emlakkatilim.com.tr/tr,konut_finansmani,Konut Finansmanı
273,benchmark_100000_24,live_calculator_snapshot,100000.0,24,standard,3.89,7287.32,174895.86,,,,575.00,0.00,0.00,575.00,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Turkiye Emlak Katilim official calculator live snapshot for 100,000 TL / 24 months using bank-rate mode. CustomRate was omitted because the official form disables that field when the bank rate is used. profit_share_rate=ProfitRate; monthly_installment=first standard payment-plan Amount; total_repayment=TotalInstallmentAmount; allocation_fee=CommissionAmount; mortgage_fee=HypothecAmount; appraisal_fee=ExpertiseAmount; total_fees=TotalExpense. TotalCost and MonthlyConstRate were kept only in raw_output and were NOT normalized. Canonical product data was not modified.",2026-08-20T13:00:15.746031+03:00,Türkiye Emlak Katılım,Ev/Ofis Gereçleri Tüketici Finansmanı,https://www.emlakkatilim.com.tr/tr,ihtiyac_finansmani,İhtiyaç Finansmanı
